Journal;Year;Titel;Observation;Interview;Content Analysis;Other;Observation_y/n;Interview_y/n;ContentAnalysis_y/n;Other_y/n;Subject;Medium;Field
Communications: The European Journal of Communicat;2007;Television viewing and obesity among pre-school children: The role of parents;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;private_shpere
Communications: The European Journal of Communicat;2002;Elderly peoples media use: At the crossroads of  personal and societal developments;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
Communications: The European Journal of Communicat;2001;Media Use as an Adaptationor Coping Tool in Prison;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;private_shpere
Communications: The European Journal of Communicat;2010;Digital Literacy of Flemish Youth: How do they handle online content risks?;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communications: The European Journal of Communicat;2004;Exploring newspapers portrayals: A logic for interpretive content analysis;no;no;only method;no;no;no;yes;no;methods;print;journalism
Communications: The European Journal of Communicat;2007;The social character of parental and adolescent television viewing: An event history analysis;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communication Research;2012;A question of morality? The influence of moral salience and nationality on media preferences;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;combination
Communications: The European Journal of Communication Research;2012;Endorsing children's appetite for healthy foods: Celebrity versus non-celebrity spokes-characters;no;only method;no;no;no;yes;no;no;media effects;combination;PR/campaining
Communications: The European Journal of Communication Research;2012;How much sex is there in soap operas on British TV?;no;no;only method;no;no;no;yes;no;media contents;audio-visual;entertainment
Communications: The European Journal of Communication Research;2015;Help me. I am so alone. Online emotional self-disclosure in shared coping-processes of children and adolescents on social networking platforms;no;no;only method;no;no;no;yes;no;media contents;internet;private_shpere
Communications: The European Journal of Communication Research;2013;Hedonic and eudaimonic motives for watching feature films. Validation of the Spanish version of Oliver & Raney's scale;no;only method;no;no;no;yes;no;no;uses & gratifications;audio-visual;entertainment
Communications: The European Journal of Communication Research;2015;Exploring the role of identification and moral disengagement in the enjoyment of an antihero television series;no;only method;no;no;no;yes;no;no;media effects;audio-visual;entertainment
Communications: The European Journal of Communication Research;2015;The molding of mediatization: The stratified indispensability of media in close relationships;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;private_shpere
Communications: The European Journal of Communication Research;2015;The sociodemographics of political public deliberation: Measuring deliberative quality in different user groups;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;combination;combination
Communications: The European Journal of Communication Research;2013;Portuguese older people and the Internet: Interaction, uses, motivations, and obstacles;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communications: The European Journal of Communication Research;2014;Parental mediation of internet use and cultural values across Europe: Investigating the predictive power of the Hofstedian paradigm;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communications: The European Journal of Communication Research;2015;Has TV advertising lost its effectiveness to other touch points?;no;only method;no;no;no;yes;no;no;media effects;combination;advertising
Communications: The European Journal of Communication Research;2013;The internet and sexual identity formation: Comparing Internet use before and after coming out;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
Communications: The European Journal of Communication Research;2014;Between Europeanization and De-Europeanization: A Comparative Content Analysis of the Pre-election Presentation of the EU Agenda in the Czech Quality Press;no;no;only method;no;no;no;yes;no;media contents;print;journalism
Communications: The European Journal of Communication Research;2013;Young people's news orientations and uses of traditional and new media for news;no;only method;no;no;no;yes;no;no;uses & gratifications;combination;journalism
Communications: The European Journal of Communication Research;2015;How to take advantage of tablet computers: Effects of news structure on recall and comprehension;no;only method;no;no;no;yes;no;no;media effects;computer;combination
Communications: The European Journal of Communication Research;2011;Cultural products go online Comparing the internet and print media on distributions of gender, genre and commercial success;no;only method;no;no;no;yes;no;no;uses & gratifications;print;advertising
Communications: The European Journal of Communication Research;2013;The vertical glass ceiling: Explaining female politicians' underrepresentation in television news;no;no;only method;no;no;no;yes;no;media contents;audio-visual;journalism
Communications: The European Journal of Communication Research;2014;Who bullies whom online: A social network analysis of cyberbullying in a school context;no;coequal method;coequal method;no;no;yes;yes;no;uses & gratifications;computer;private_shpere
European Journal of Communication;2010;Sending and receiving: The ethical framing of intra-EU migration in the European press;no;no;only method;no;no;no;yes;no;media contents;combination;journalism
European Journal of Communication;2002;Framing Media Masculinities;no;no;only method;no;no;no;yes;no;media contents;print;entertainment
European Journal of Communication;2013;Explaining cosmopolitan coverage;no;no;only method;no;no;no;yes;no;media contents;print;journalism
European Journal of Communication;2014;Pop-politics in times of crisis: The Italian tabloid press during Mario Monti’s government;no;subordinate method;central method;no;no;yes;yes;no;media contents;print;journalism
European Journal of Communication;2010;The Europeanization of Mediterranean journalistic practices and the Italianization of Brussels: Dynamics of the interaction between EU institutions and national journalistic cultures;no;only method;no;no;no;yes;no;no;communicator research;combination;journalism
European Journal of Communication;2011;Converging perspectives in audience studies and digital literacies Youthful interpretations of an online genre;no;only method;no;no;no;yes;no;no;uses & gratifications;internet;combination
European Journal of Communication;2013;‘To be number one in someone’s eyes …’: Children’s introspections about close relationships in reading Harry Potter;no;only method;no;no;no;yes;no;no;uses & gratifications;print;entertainment
European Journal of Communication;2012;Comparing public spheres Normative models and empirical measurements;no;no;only method;no;no;no;yes;no;media contents;internet;journalism
European Journal of Communication;2010;Comparative media analysis: Why some fuzzy thinking might help. Applying fuzzy set qualitative comparative analysis to the personalization of mediated political communication;no;no;no;only method;no;no;no;yes;methods; ;PR/campaining
European Journal of Communication;2008;Newspaper Readers in Europe;no;only method;no;no;no;yes;no;no;uses & gratifications;print;journalism
European Journal of Communication;2010;Lost in translation: Why civic online efforts in Britain have failed to engage young women from low socioeconomic backgrounds;no;only method;no;no;no;yes;no;no;uses & gratifications;computer;private_shpere
European Journal of Communication;2015;Euroscepticism the Czech way: An analysis of Václav Klaus’ speeches;no;no;central method;no;no;no;yes;no;communicator research;conversations;PR/campaining
European Journal of Communication;2014;Policy streams and public service media funding reforms in Germany and Finland;no;coequal method;no;coequal method;no;yes;no;yes;media systems;combination;combination
European Journal of Communication;2002;Spatial Phantasmagoria;no;only method;no;no;no;yes;no;no;media effects;print;PR/campaining
European Journal of Communication;2012;Perceptions of surveillance Reflexivity and trust in a mediatized world (the case of Sweden);no;only method;no;no;no;yes;no;no;uses & gratifications;combination;combination
